character,film,line,processed_lines,line_count,neg,neu,pos,compound
HAN,EpisodeIV,"Boy you said it, Chewie.","['boy', 'said', 'chewie']",153,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Where did you dig up that old fossil?,"['dig', 'old', 'fossil']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Ben is a great man.,"['ben', 'great', 'man']",254,0.0,0.494,0.506,0.6249
HAN,EpisodeIV,"Yeah, great at getting us into trouble.","['yeah', 'great', 'getting', 'us', 'trouble']",153,0.208,0.308,0.485,0.5574
LUKE,EpisodeIV,I didn't hear you give any ideas...,"['hear', 'give', 'ideas']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Well, anything would be better than just hanging around waiting for them to pick us up...","['anything', 'better', 'hanging', 'around', 'waiting', 'pick', 'us']",153,0.0,0.737,0.263,0.6124
LUKE,EpisodeIV,Who do you think...,['think'],254,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,What is it?,[],254,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"I'm afraid I'm not quite sure, sir. He says \I found her,\ and keepsrepeating, \She's here.\","['afraid', 'quite', 'sure', 'sir', 'says', 'found', 'keepsrepeating']",119,0.127,0.873,0.0,-0.2912
LUKE,EpisodeIV,"Well, who... who has he found?",['found'],254,0.0,0.704,0.296,0.2732
THREEPIO,EpisodeIV,Princess Leia.,"['princess', 'leia']",119,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,The princess?  She's here?,['princess'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Princess?,['princess'],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Where... where is she?,[],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Princess?  What's going on?,"['princess', 'going']",153,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Level five. Detention block AA-twenty-three.  I'm afraid she's scheduled to be terminated.,"['level', 'five', 'detention', 'block', 'aatwentythree', 'afraid', 'scheduled', 'terminated']",119,0.351,0.649,0.0,-0.6597
LUKE,EpisodeIV,"Oh, no!  We've got to do something.","['oh', 'got', 'something']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,What are you talking about?,['talking'],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,The droid belongs to her.  She's the one in the message.  We've got to help her.,"['droid', 'belongs', 'one', 'message', 'got', 'help']",254,0.0,0.847,0.153,0.4019
HAN,EpisodeIV,"Now, look, don't get any funny ideas.  The old man wants us to wait right here.","['now', 'look', 'funny', 'ideas', 'old', 'man', 'wants', 'us', 'wait', 'right']",153,0.138,0.862,0.0,-0.3412
LUKE,EpisodeIV,"But he didn't know she was here.  Look, will you just find a way back into the detention block?","['know', 'look', 'will', 'find', 'way', 'back', 'detention', 'block']",254,0.295,0.705,0.0,-0.7964
HAN,EpisodeIV,I'm not going anywhere.,"['going', 'anywhere']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"They're going to execute her.  Look, a few minutes ago you said you didn't want to just wait here to be captured.  Now all you want to do is stay. ","['going', 'execute', 'look', 'minutes', 'ago', 'said', 'want', 'wait', 'captured', 'now', 'want', 'stay']",254,0.04,0.917,0.043,0.0201
HAN,EpisodeIV,Marching into the detention area is not what I had in mind.,"['marching', 'detention', 'area', 'mind']",153,0.185,0.815,0.0,-0.3612
LUKE,EpisodeIV,But they're going to kill her!,"['going', 'kill']",254,0.578,0.422,0.0,-0.8335
HAN,EpisodeIV,Better her than me...,['better'],153,0.0,0.508,0.492,0.4404
LUKE,EpisodeIV,She's rich.,['rich'],254,0.0,0.217,0.783,0.5574
HAN,EpisodeIV,Rich?,['rich'],153,0.0,0.0,1.0,0.5574
LUKE,EpisodeIV,"Yes.  Rich, powerful!  Listen, if you were to rescue her, the reward would be...","['yes', 'rich', 'powerful', 'listen', 'rescue', 'reward']",254,0.0,0.354,0.646,0.9468
HAN,EpisodeIV,What?,[],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Well more wealth that you can imagine.,"['wealth', 'imagine']",254,0.0,0.472,0.528,0.6801
HAN,EpisodeIV,"I don't know, I can imagine quite a bit!","['know', 'imagine', 'quite', 'bit']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,You'll get it!,[],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,I better!,['better'],153,0.0,0.239,0.761,0.4926
LUKE,EpisodeIV,You will...,['will'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"All right, kid.  But you'd better be right about this!","['right', 'kid', 'better', 'right']",153,0.0,0.685,0.315,0.63
LUKE,EpisodeIV,All right.,['right'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,What's your plan?,['plan'],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"Uh... Threepio, hand me those binders there will you?","['uh', 'threepio', 'hand', 'binders', 'will']",254,0.0,0.714,0.286,0.4939
LUKE,EpisodeIV,"Okay.  Now, I'm going to put these on you.","['okay', 'now', 'going', 'put']",254,0.0,0.808,0.192,0.2263
LUKE,EpisodeIV,"Okay.  Han, you put these on.","['okay', 'han', 'put']",254,0.0,0.725,0.275,0.2263
HAN,EpisodeIV,"Don't worry, Chewie.  I think I know what he has in mind.","['worry', 'chewie', 'think', 'know', 'mind']",153,0.0,0.821,0.179,0.3412
THREEPIO,EpisodeIV,"Master Luke, sir!  Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?","['master', 'luke', 'sir', 'pardon', 'asking', 'ah', 'artoo', 'discovered']",119,0.0,0.903,0.097,0.2363
LUKE,EpisodeIV,Lock the door!,"['lock', 'door']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,And hope they don't have blasters.,"['hope', 'blasters']",153,0.0,0.633,0.367,0.4404
THREEPIO,EpisodeIV,That isn't very reassuring.,['reassuring'],119,0.452,0.548,0.0,-0.3559
LUKE,EpisodeIV,I can't see a thing in this helmet.,"['see', 'thing', 'helmet']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,This is not going to work.,"['going', 'work']",153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Why didn't you say so before?,['say'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,I did say so before!,['say'],153,0.0,1.0,0.0,0.0
OFFICER,EpisodeIV,Where are you taking this... thing?,"['taking', 'thing']",11,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Prisoner transfer from Block one-one-three-eight.,"['prisoner', 'transfer', 'block', 'oneonethreeeight']",254,0.681,0.319,0.0,-0.7506
OFFICER,EpisodeIV,I wasn't notified.  I'll have to clear it.,"['notified', 'clear']",11,0.0,0.729,0.271,0.3818
HAN,EpisodeIV,Look out!  He's loose!,"['look', 'loose']",153,0.49,0.51,0.0,-0.4374
LUKE,EpisodeIV,He's going to pull us all apart.,"['going', 'pull', 'us', 'apart']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Go get him!,['go'],153,0.0,1.0,0.0,0.0
HAN,EpisodeIV,We've got to find out which cell this princess of yours is in.  Here it is... cell twenty-one-eight-seven.  You go get her.  I'll hold them here.,"['got', 'find', 'cell', 'princess', 'cell', 'twentyoneeightseven', 'go', 'hold']",153,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Everything is under control.  Situation normal.,"['everything', 'control', 'situation', 'normal']",153,0.0,1.0,0.0,0.0
HAN,EpisodeIV,"Uh... had a slight weapons malfunction.  But, uh, everything's perfectly all right now.  We're fine.  We're all fine here, now, thank you.  How are you?","['uh', 'slight', 'weapons', 'malfunction', 'uh', 'everythings', 'perfectly', 'right', 'now', 'fine', 'fine', 'now', 'thank']",153,0.051,0.567,0.382,0.9126
HAN,EpisodeIV,"Uh, uh, negative, negative.  We had a reactor leak here now.  Give us a few minutes to lock it down.  Large leak... very dangerous.","['uh', 'uh', 'negative', 'negative', 'reactor', 'leak', 'now', 'give', 'us', 'minutes', 'lock', 'large', 'leak', 'dangerous']",153,0.451,0.549,0.0,-0.9392
HAN,EpisodeIV,Boring conversation anyway.Luke!  We're going to have company!,"['boring', 'conversation', 'anywayluke', 'going', 'company']",153,0.292,0.708,0.0,-0.4374
LEIA,EpisodeIV,Aren't you a little short for a stormtrooper?,"['little', 'short', 'stormtrooper']",57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,What?  Oh... the uniform.  I'm Luke Skywalker.  I'm here to rescue you. ,"['oh', 'uniform', 'luke', 'skywalker', 'rescue']",254,0.0,0.769,0.231,0.5106
LEIA,EpisodeIV,You're who?,[],57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,I'm here to rescue you.  I've got your R2 unit.  I'm here with Ben Kenobi.,"['rescue', 'got', 'rtwo', 'unit', 'ben', 'kenobi']",254,0.0,0.809,0.191,0.5106
LEIA,EpisodeIV,Ben Kenobi is here!  Where is he?,"['ben', 'kenobi']",57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Come on!,['come'],254,0.0,1.0,0.0,0.0
VADER,EpisodeIV,He is here...,[],41,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,Obi-Wan Kenobi!  What makes you think so?,"['obiwan', 'kenobi', 'makes', 'think']",28,0.0,1.0,0.0,0.0
VADER,EpisodeIV,A tremor in the Force.  The last time I felt it was in the presence of my old master.,"['tremor', 'force', 'last', 'time', 'felt', 'presence', 'old', 'master']",41,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,Surely he must be dead by now.,"['surely', 'must', 'dead', 'now']",28,0.352,0.41,0.238,-0.34
VADER,EpisodeIV,Don't underestimate the Force.,"['underestimate', 'force']",41,0.0,0.614,0.386,0.2235
TARKIN,EpisodeIV,"The Jedi are extinct, their fire has gone out of the universe.  You, my friend, are all that's left of their religion.","['jedi', 'extinct', 'fire', 'gone', 'universe', 'friend', 'left', 'religion']",28,0.094,0.781,0.125,0.2023
TARKIN,EpisodeIV,Yes.,['yes'],28,0.0,0.0,1.0,0.4019
TARKIN,EpisodeIV,The princess!  Put all sections on alert!,"['princess', 'put', 'sections', 'alert']",28,0.0,0.683,0.317,0.4184
VADER,EpisodeIV,Obi-Wan is here.  The Force is with him.,"['obiwan', 'force']",41,0.0,1.0,0.0,0.0
TARKIN,EpisodeIV,"If you're right, he must not be allowed to escape.","['right', 'must', 'allowed', 'escape']",28,0.0,0.841,0.159,0.1779
VADER,EpisodeIV,Escape may not his plan.  I must face him alone.,"['escape', 'may', 'plan', 'must', 'face', 'alone']",41,0.171,0.684,0.145,-0.0772
HAN,EpisodeIV,Chewie!,['chewie'],153,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Get behind me!  Get behind me!,"['behind', 'behind']",153,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Can't get out that way.,['way'],153,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,Looks like you managed to cut off our only escape route.,"['looks', 'managed', 'cut', 'escape', 'route']",57,0.147,0.559,0.294,0.2732
HAN,EpisodeIV,"Maybe you'd like it back in your cell, Your Highness.","['maybe', 'back', 'cell', 'highness']",153,0.0,0.783,0.217,0.3612
LUKE,EpisodeIV,See-Threepio!  See-Threepio!,"['seethreepio', 'seethreepio']",254,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Yes sir?,"['yes', 'sir']",119,0.0,0.27,0.73,0.4019
LUKE,EpisodeIV,We've been cut off!  Are there any other ways out of the cell bay?...What was that?  I didn't copy!,"['cut', 'ways', 'cell', 'baywhat', 'copy']",254,0.145,0.855,0.0,-0.4667
THREEPIO,EpisodeIV,"I said, all systems have been alerted to your presence, sir.  The main entrance seems to be the only way out; all other information on your level is restricted.","['said', 'systems', 'alerted', 'presence', 'sir', 'main', 'entrance', 'seems', 'way', 'information', 'level', 'restricted']",119,0.085,0.915,0.0,-0.3818
THREEPIO,EpisodeIV,"Oh, no!",['oh'],119,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,There isn't any other way out.,['way'],254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,I can't hold them off forever!  Now what?,"['hold', 'forever', 'now']",153,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,"This is some rescue.  When you came in here, didn't you have a plan for getting out?","['rescue', 'came', 'plan', 'getting']",57,0.0,0.829,0.171,0.5106
HAN,EpisodeIV,"He's the brains, sweetheart.","['brains', 'sweetheart']",153,0.0,0.411,0.589,0.6486
LUKE,EpisodeIV,"Well, I didn't...",[],254,0.0,0.488,0.512,0.2732
HAN,EpisodeIV,What the hell are you doing?,[],153,0.479,0.521,0.0,-0.6808
LEIA,EpisodeIV,"Somebody has to save our skins.  Into the garbage chute, wise guy.","['somebody', 'save', 'skins', 'garbage', 'chute', 'wise', 'guy']",57,0.0,0.613,0.387,0.743
HAN,EpisodeIV,Get in there you big furry oaf!  I don't care what you smell!  Get in there and don't worry about it.,"['big', 'furry', 'oaf', 'care', 'smell', 'worry']",153,0.13,0.772,0.098,-0.2037
HAN,EpisodeIV,Wonderful girl!  Either I'm going to kill her or I'm beginning to like her.  Get in there!,"['wonderful', 'girl', 'either', 'going', 'kill', 'beginning']",153,0.184,0.549,0.266,0.2695
HAN,EpisodeIV,Oh!  The garbage chute was a really wonderful idea.  What an incredible smell you've discovered!  Let's get out of here!  Get away from there...,"['oh', 'garbage', 'chute', 'really', 'wonderful', 'idea', 'incredible', 'smell', 'discovered', 'away']",153,0.0,0.825,0.175,0.7067
LUKE,EpisodeIV,No!  wait!,['wait'],254,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Will you forget it?  I already tried it.  It's magnetically sealed!,"['will', 'forget', 'already', 'tried', 'magnetically', 'sealed']",254,0.18,0.82,0.0,-0.2942
LEIA,EpisodeIV,Put that thing away!  You're going to get us all killed.,"['put', 'thing', 'away', 'going', 'us', 'killed']",57,0.324,0.676,0.0,-0.6996
HAN,EpisodeIV,"Absolutely, Your Worship.  Look, I had everything under control until you led us down here.  You know, it's not going to take them long to figure out what happened to us.","['absolutely', 'worship', 'look', 'everything', 'control', 'led', 'us', 'know', 'going', 'take', 'long', 'figure', 'happened', 'us']",153,0.0,0.924,0.076,0.3566
LEIA,EpisodeIV,It could be worse...,['worse'],57,0.508,0.492,0.0,-0.4767
HAN,EpisodeIV,It's worse.,['worse'],153,0.756,0.244,0.0,-0.4767
LUKE,EpisodeIV,There's something alive in here!,"['something', 'alive']",254,0.0,0.58,0.42,0.4389
HAN,EpisodeIV,That's your imagination.,['imagination'],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Something just moves past my leg!  Look!  Did you see that?,"['something', 'moves', 'past', 'leg', 'look', 'see']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,What?,[],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Help!,['help'],254,0.0,0.0,1.0,0.4574
HAN,EpisodeIV,Luke!  Luke!  Luke!,"['luke', 'luke', 'luke']",153,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,Luke!,['luke'],57,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,"Luke, Luke, grab a hold of this.","['luke', 'luke', 'grab', 'hold']",57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"Blast it, will you!  My gun's jammed.","['blast', 'will', 'guns', 'jammed']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Where?,[],153,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Anywhere!  Oh!!,"['anywhere', 'oh']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Luke!  Luke!,"['luke', 'luke']",153,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,Grab him!,['grab'],57,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,What happened?,['happened'],57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"I don't know, it just let go of me and disappeared...","['know', 'let', 'go', 'disappeared']",254,0.16,0.84,0.0,-0.2263
HAN,EpisodeIV,I've got a very bad feeling about this.,"['got', 'bad', 'feeling']",153,0.328,0.519,0.154,-0.4615
LUKE,EpisodeIV,The walls are moving!,"['walls', 'moving']",254,0.0,1.0,0.0,0.0
LEIA,EpisodeIV,Don't just stand there.  Try and brace it with something.,"['stand', 'try', 'brace', 'something']",57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Wait a minute!,"['wait', 'minute']",254,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Threepio!  Come in Threepio!  Threepio!  Where could he be?,"['threepio', 'come', 'threepio', 'threepio']",254,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"They're madmen!  They're heading for the prison level.  If you hurry, you might catch them.","['madmen', 'heading', 'prison', 'level', 'hurry', 'might', 'catch']",119,0.204,0.796,0.0,-0.5562
THREEPIO,EpisodeIV,Come on!,['come'],119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Oh!  All this excitement has overrun the circuits of my counterpart here.  If you don't mind, I'd like to take him down to maintenance.","['oh', 'excitement', 'overrun', 'circuits', 'counterpart', 'mind', 'take', 'maintenance']",119,0.075,0.781,0.144,0.4464
TROOPER,EpisodeIV,All right.,['right'],19,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"Threepio!  Come in, Threepio!  Threepio!","['threepio', 'come', 'threepio', 'threepio']",254,0.0,1.0,0.0,0.0
HAN,EpisodeIV,Get to the top!,['top'],153,0.0,0.589,0.411,0.2714
LEIA,EpisodeIV,I can't ,[],57,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,"Where could he be?  Threepio!  Threepio, will you come in?","['threepio', 'threepio', 'will', 'come']",254,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,They aren't here!  Something must have happened to them.  See if they've been captured.,"['something', 'must', 'happened', 'see', 'captured']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,Hurry!,['hurry'],119,0.0,1.0,0.0,0.0
HAN,EpisodeIV,One thing's for sure.  We're all going to be a lot thinner!Get on top of it!,"['one', 'things', 'sure', 'going', 'lot', 'thinnerget', 'top']",153,0.0,0.749,0.251,0.5696
LEIA,EpisodeIV,I'm trying!,['trying'],57,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Thank goodness, they haven't found them!  Where could they be?","['thank', 'goodness', 'found']",119,0.0,0.58,0.42,0.6996
THREEPIO,EpisodeIV,"Use the comlink?  Oh, my!  I forgot I turned it off!","['use', 'comlink', 'oh', 'forgot', 'turned']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Are you there, sir?",['sir'],119,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,Threepio!,['threepio'],254,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,We've had some problems...,['problems'],119,0.474,0.526,0.0,-0.4019
LUKE,EpisodeIV,"Shut down all the garbage mashers on the detention level, will you?  Do you copy?","['shut', 'garbage', 'mashers', 'detention', 'level', 'will', 'copy']",254,0.17,0.83,0.0,-0.4329
LUKE,EpisodeIV,Shut down all the garbage mashers on the detention level.,"['shut', 'garbage', 'mashers', 'detention', 'level']",254,0.217,0.783,0.0,-0.3612
LUKE,EpisodeIV,Shut down all the garbage mashers on the detention level.,"['shut', 'garbage', 'mashers', 'detention', 'level']",254,0.217,0.783,0.0,-0.3612
THREEPIO,EpisodeIV,No.  Shut them all down!  Hurry!,"['shut', 'hurry']",119,0.0,1.0,0.0,0.0
THREEPIO,EpisodeIV,"Listen to them!  They're dying, Artoo!  Curse my metal body!  I wasn't fast enough.  It's all my fault!  My poor master!","['listen', 'dying', 'artoo', 'curse', 'metal', 'body', 'fast', 'enough', 'fault', 'poor', 'master']",119,0.368,0.632,0.0,-0.8877
LUKE,EpisodeIV,"Threepio, we're all right!","['threepio', 'right']",254,0.0,1.0,0.0,0.0
LUKE,EpisodeIV,We're all right.  You did great.,"['right', 'great']",254,0.0,0.549,0.451,0.6249
LUKE,EpisodeIV,"Hey... hey, open the pressure maintenance hatch on unit number... where are we?","['hey', 'hey', 'open', 'pressure', 'maintenance', 'hatch', 'unit', 'number']",254,0.152,0.759,0.09,-0.2263
